731,120
724,119
719,119
709,118
699,117
693,117
688,116
677,115
669,115
660,114
650,114
640,113
635,112
630,111
621,111
617,110
613,110
605,109
599,109
588,108
579,107
572,106
565,105
557,105
550,104
542,103
539,102
530,101
526,100
521,99
518,99
510,98
505,97
497,96
491,95
485,94
482,94
478,93
474,92
468,92
463,91
461,91
459,90
455,89
449,88
443,87
439,87
437,86
434,85
430,84
425,83
423,82
420,82
417,81
413,80
411,79
408,79
405,78
404,77
397,75
390,72
365,67
350,62
331,56
321,52
300,41
287,37
